"|","|__i","|__lc","|__m","|__n","|__sc","|__ri","|__rm","|__rn","|__t","|__time"
"1532142813371","110579905420744137688","","What is situation @ Dadar Station (sent from Airoli)","Souradeep Datta","","","","","21 Jul 08:43 AM","1532142813371"
"1532142839578","114036225825735569823","","trains at thane to cst n badlapur on time (sent from Thane Stn.)","Swapnil Zambare","","","","","21 Jul 08:43 AM","1532142839578"
"1532142894263","104843455545043501170","","what abut thane to panvel trains (sent from Asangaon Stn.)","Harsh Bhavsar","","","","","21 Jul 08:44 AM","1532142894263"
"1532142977670","112824284660233543922","1","Train time table change zalay ka ? (sent from Ambivli Stn.)","Prasad Thorve","","","","","21 Jul 08:46 AM","1532142977670"
"1532143553665","112894370020260664055","","8.57 TITWALA slow local train halted on plf no 3 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:55 AM","1532143553665"
"1532143644944","112894370020260664055","","8.49 CSMT fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 08:57 AM","1532143644944"
"1532143706611","110054514557179676526","","karjat tren late hai kya (sent from Diva Jn Stn.)","Yogesh Sonawane","","","","","21 Jul 08:58 AM","1532143706611"
"1532143915059","115617940448995255131","","hii (sent from Ghatkopar Stn.)","Vikash Gupta","","","","","21 Jul 09:01 AM","1532143915059"
"1532143947232","117230709808395168787","","is their any problem on central railway (sent from Diva Jn Stn.)","Chinmay Patil","","","","","21 Jul 09:02 AM","1532143947232"
"1532144006464","117462446083387447970","","where is 8.45 (sent from Diva Jn Stn.)","Virendra Shivkar","","","","","21 Jul 09:03 AM","1532144006464"
"1532144105055","104978773885405944951","","please inform about central railway (sent from Titwala)","MD SARFE ALAM","","","","","21 Jul 09:05 AM","1532144105055"
"1532144164950","115588396690072918757","","are train running properly between thane and kalyan (sent from Thane)","sonali kulkarni","","","","","21 Jul 09:06 AM","1532144164950"
"1532144231298","111901084451846953051","","858 cst from Ulhasnagar late by 20 mins  (sent from Ulhas Nagar Stn.)","Jetha Bahrani","","","","","21 Jul 09:07 AM","1532144231298"
"1532144275193","112894370020260664055","","8.56 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:07 AM","1532144275193"
"1532144459314","112894370020260664055","","9.15 DOMBIVALI slow local train arrived on plf no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:10 AM","1532144459314"
"1532144514927","104732767903441622589","","what about 9:06 cst  (sent from Ulhas Nagar)","santosh patil","","","","","21 Jul 09:11 AM","1532144514927"
"1532144563755","104732767903441622589","1","8:58 nhi aayi abi tak (sent from Ulhas Nagar)","santosh patil","","111901084451846953051","858 cst from Ulhasnagar late by 20 mins  (sent from Ulhas Nagar Stn.)","Jetha Bahrani","21 Jul 09:12 AM","1532144563755"
"1532144579968","106566637567238635926","","were thane 8.58 local ","RAVI VARMA","","","","","21 Jul 09:12 AM","1532144579968"
"1532144703284","112894370020260664055","","9.06 CSMT slow local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:15 AM","1532144703284"
"1532144734196","109765191197616619586","","Is neral - Matheran toy train running?","Deep Bordia","","","","","21 Jul 09:15 AM","1532144734196"
"1532144766861","112894370020260664055","","9.14 CSMT fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:16 AM","1532144766861"
"1532144799398","109698043131401052896","1","no (sent from Nahur Stn.)","Rajesh Poojari","","109765191197616619586","Is neral - Matheran toy train running?","Deep Bordia","21 Jul 09:16 AM","1532144799398"
"1532144819047","112894370020260664055","","9.06 AMBARNATH fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:16 AM","1532144819047"
"1532144826133","105024976073440097491","1","11016   6:30  se khadavli me khadi hai passenger s ko takleef ho rhi hai lekin kuchh jankari nhi mil rhi k q khadi hai (sent from Khadavli Stn.)","Jamshed Alam","","","","","21 Jul 09:17 AM","1532144826133"
"1532144876544","114752616293107555439","","cst train  (sent from Dombivli Stn.)","PRIYA WALUNJ","","","","","21 Jul 09:17 AM","1532144876544"
"1532145010886","114708933724513402183","","ohk  (sent from Dombivli Stn.)","hiren Kurwa","","","","","21 Jul 09:20 AM","1532145010886"
"1532145032948","113217398944241602493","","Today megablock?","Jagdish Motwani","","","","","21 Jul 09:20 AM","1532145032948"
"1532145048484","105024976073440097491","","plz reply fast (sent from Khadavli Stn.)","Jamshed Alam","","105024976073440097491","11016   6:30  se khadavli me khadi hai passenger s ko takleef ho rhi hai lekin kuchh jankari nhi mil rhi k q khadi hai (sent from Khadavli Stn.)","Jamshed Alam","21 Jul 09:20 AM","1532145048484"
"1532145288672","104769030098809249563","","Soon madhe khup paus aahe. Enquiry karun nigha (sent from Kalyan)","meraj khan","","109373286540510371386","sionmadhe paus ahe ka.plzz sanga na....","Scientific Eye","21 Jul 09:24 AM","1532145288672"
"1532145291595","109598242249495711469","1","why megablock? (sent from Titwala Stn.)","kalyani gawli","","","","","21 Jul 09:24 AM","1532145291595"
"1532145352446","104769030098809249563","","Normally mega blocks happens on Sundays... (sent from Kalyan)","meraj khan","","109598242249495711469","why megablock? (sent from Titwala Stn.)","kalyani gawli","21 Jul 09:25 AM","1532145352446"
"1532145378385","109598242249495711469","","titwala se train tym pe h kya koe bata sakta hai kya  (sent from Titwala Stn.)","kalyani gawli","","","","","21 Jul 09:26 AM","1532145378385"
"1532145390488","105016725308642605638","1","8.27 from ambarnath just reached smoothly at kurrrrrrrla","vinodkumar Chhatwani","","","","","21 Jul 09:26 AM","1532145390488"
"1532145479312","112894370020260664055","","9.18 KALYAN fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:27 AM","1532145479312"
"1532145653192","111452653656012610308","","train number 12154 isn't moving since two hours and is near titwala station. what is the status?  (sent from Titwala)","Vasudha Jadon","","","","","21 Jul 09:30 AM","1532145653192"
"1532145682283","102014065516669912730","","9.35 kasara train status @ kalyan on time or late (sent from Shahad)","Lalit Gulve","","","","","21 Jul 09:31 AM","1532145682283"
"1532145761078","104769030098809249563","","Roma jee, Till now trains are running on time. I reached Mumbai University from Kalyan (sent from Kalyan)","meraj khan","","109598242249495711469","titwala se train tym pe h kya koe bata sakta hai kya  (sent from Titwala Stn.)","kalyani gawli","21 Jul 09:32 AM","1532145761078"
"1532145901300","112894370020260664055","","9.33 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:35 AM","1532145901300"
"1532145922012","112894370020260664055","","9.30 CSMT fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:35 AM","1532145922012"
"1532145959111","112894370020260664055","","9.28 KALYAN slow local train arrived on plf no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:35 AM","1532145959111"
"1532146037695","105074952912101718687","","is there trains running on time (sent from Dombivli)","shawn kanamkodam","","","","","21 Jul 09:37 AM","1532146037695"
"1532146051156","105074952912101718687","","?? (sent from Dombivli)","shawn kanamkodam","","","","","21 Jul 09:37 AM","1532146051156"
"1532146363669","109849379007046559803","","from last 3 hours Habib gunj express stop on titwala stn why every time this train stop every 3 or 4 hours stopped without any reason  (sent from Titwala Stn.)","shahnawaz shaikh","","","","","21 Jul 09:42 AM","1532146363669"
"1532146420580","118391984422641301777","","panchavati express is arrived on platform number 5 (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:43 AM","1532146420580"
"1532146448441","118391984422641301777","1","9.35 kasara local is arrived on platform number 4 (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:44 AM","1532146448441"
"1532146474664","101180903306748233520","","can anyone tell me the status of 9.18 Karjat train? (sent from Kalyan Stn.)","sudha iyer","","","","","21 Jul 09:44 AM","1532146474664"
"1532146538552","106437717017744515051","","9.47. kalyan dadar status?? (sent from Kalyan Stn.)","surojit paramanick","","","","","21 Jul 09:45 AM","1532146538552"
"1532146640176","118391984422641301777","","9.47 Dadar is no indicator till the time (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:47 AM","1532146640176"
"1532146640478","117789872913750737258","","where is 9 47 kalyan dadar? (sent from Kalyan Stn.)","Atharva Kale","","","","","21 Jul 09:47 AM","1532146640478"
"1532146689857","118391984422641301777","","9.50 CST is coming on platform number 6 (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:48 AM","1532146689857"
"1532146721466","112894370020260664055","","9.52 TITWALA fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:48 AM","1532146721466"
"1532146737943","118391984422641301777","","No announcement of 9.47 Dadar  (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:48 AM","1532146737943"
"1532146860221","118391984422641301777","","9.47 Dadar is arriving on platform number 6 (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:51 AM","1532146860221"
"1532146861406","112894370020260664055","","9.27 DADAR fast local train arrived on plf no 6 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:51 AM","1532146861406"
"1532146898046","105992700381364491021","1","kasara let ahe ka","Umesh Patil","","","","","21 Jul 09:51 AM","1532146898046"
"1532146954434","112879167929202624246","","Ghatkopar to Badlapur trains ahet ka (sent from Ghatkopar)","swapnil deshmukh","","","","","21 Jul 09:52 AM","1532146954434"
"1532146972542","113581086531202090810","","local train uppdates (sent from Vithalwadi)","vijay gawale","","","","","21 Jul 09:52 AM","1532146972542"
"1532147043280","112894370020260664055","","9.54 CSMT fast local train arrived on plf no 7 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:54 AM","1532147043280"
"1532147140311","111465060396421332602","","Ratnagiri x press","Ajay Sing","","","","","21 Jul 09:55 AM","1532147140311"
"1532147181302","118391984422641301777","","9.47 Dadar left from kalyan (sent from Kalyan Stn.)","Anish Yadav","","","","","21 Jul 09:56 AM","1532147181302"
"1532147187126","100678804603150842069","","9:47 mins 15 coach Fast local for Dadar is Running 10 mins late  (sent from Kalyan Stn.)","joseph pinto","","","","","21 Jul 09:56 AM","1532147187126"
"1532147307667","100678804603150842069","2","Dadar 15 coach fast local  from Dombivali 9:55 , Thane 10:07 , Ghatkopar 10:24. .....its running 10 to 12 min late today  (sent from Kalyan)","joseph pinto","","","","","21 Jul 09:58 AM","1532147307667"
"1532147335264","112894370020260664055","2","9.54 CSMT slow local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:58 AM","1532147335264"
"1532147403917","112894370020260664055","2","9.55 BADLAPUR fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:00 AM","1532147403917"
"1532147740897","111652001748870516361","2","8.45 badalapur to dadar aaj pan let Kay prombel aahe.  aami dusari train kadhi pakdanar western line  khup let hoto  (sent from Vidyavihar Stn.)","Vaishali Rane","","","","","21 Jul 10:05 AM","1532147740897"
"1532147744256","112894370020260664055","","10.03 KALYAN slow local train arrived on plf no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:05 AM","1532147744256"
"1532147823250","112894370020260664055","","10.00 CSMT slow local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:07 AM","1532147823250"
"1532148110715","107723346289519745369","","from ambernath local are on time ? (sent from Ambernath)","Sagar lalwani","","","","","21 Jul 10:11 AM","1532148110715"
"1532148238668","112894370020260664055","","10.06 KALYAN slow local train halted on plf no 3 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:13 AM","1532148238668"
"1532148240660","107175987543806139431","","where is 10.07 karjat from ulhasnagar??? (sent from Ulhas Nagar Stn.)","Kajjal Narwani","","","","","21 Jul 10:14 AM","1532148240660"
"1532148251222","102139681824069887565","","10:10 fast train from dombivli to cst any updates? (sent from Dombivli)","The boy with a bunny teeth","","","","","21 Jul 10:14 AM","1532148251222"
"1532148336789","102287754274581579953","","what abt the train situation for today?  (sent from Thane)","himali sohoni","","","","","21 Jul 10:15 AM","1532148336789"
"1532148378424","111022784392557151265","","central railway me probolm hai kya (sent from Lower Parel Stn.)","Ankit Rajdubey","","","","","21 Jul 10:16 AM","1532148378424"
"1532148475834","118391984422641301777","","10.07 Dadar is arrived on platform number 6 (sent from Thane Stn.)","Anish Yadav","","","","","21 Jul 10:17 AM","1532148475834"
"1532148573264","112894370020260664055","","10.09 BADLAPUR fast local train arrived on plf no 5 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:19 AM","1532148573264"
"1532148587964","105704939916476236029","1","are train running on time from asangaon (sent from Vasind)","Manisha Yadav","","","","","21 Jul 10:19 AM","1532148587964"
"1532148606656","100023797262116362055","","are trains running on times?","swapnali kadam","1","","","","21 Jul 10:20 AM","1532148606656"
"1532148753441","101305876527669321977","","hi","Paddy Gawade","","","","","21 Jul 10:22 AM","1532148753441"
"1532148790122","112894370020260664055","","10.14 CSMT fast local train arrived on plf no 4 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:23 AM","1532148790122"
"1532148826727","112894370020260664055","","10.11 DOMBIVALI slow local train arrived on plf no 2 (sent from Thane Stn.)","Thane User","","","","","21 Jul 10:23 AM","1532148826727"
"1532148842479","100058379223024933225","","are train running on time from khopoli to kalyan","Babaji Ghegade","","","","","21 Jul 10:24 AM","1532148842479"
